event_date,reserved_at,canceled_at,checked_at,status,customer_id,customer_types
2026-07-22,2026-07-22 09:42:17.377-03,NULL,2026-07-22 13:40:12.06-03,used,4996,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:41:50.734-03,NULL,2026-07-22 13:40:14.756-03,used,4997,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:47:41.594-03,NULL,2026-07-22 13:40:18.236-03,used,4998,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:32:31.649-03,NULL,2026-07-22 13:40:21.845-03,used,4999,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:57:44.283-03,NULL,2026-07-22 13:40:25.234-03,used,5000,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:42:45.088-03,NULL,2026-07-22 13:40:28.797-03,used,5001,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:47:46.687-03,NULL,2026-07-22 13:40:35.939-03,used,5002,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:48:45.018-03,NULL,2026-07-22 13:41:06.157-03,used,5003,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:55:57.84-03,NULL,2026-07-22 13:41:09.922-03,used,5004,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:02:30.533-03,NULL,2026-07-22 13:41:42.739-03,used,5005,Estudiante de Grado
2026-07-22,2026-07-22 09:01:18.895-03,NULL,2026-07-22 13:42:08.658-03,used,5006,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:07:39.678-03,NULL,2026-07-22 13:42:12.315-03,used,5007,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:05:51.614-03,NULL,2026-07-22 13:42:15.439-03,used,5008,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:13:46.456-03,NULL,2026-07-22 13:42:49.963-03,used,5009,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:13:16.282-03,NULL,2026-07-22 13:43:07.255-03,used,5010,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:00:14.327-03,NULL,2026-07-22 13:43:17.079-03,used,5011,Becas Nodocentes
2026-07-22,2026-07-22 08:36:44.392-03,NULL,2026-07-22 13:43:20.509-03,used,5012,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:05:42.597-03,NULL,2026-07-22 13:43:24.206-03,used,5013,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:27:09.188-03,NULL,2026-07-22 13:43:27.456-03,used,5014,Estudiante de Grado
2026-07-22,2026-07-22 10:21:55.421-03,NULL,2026-07-22 13:43:30.038-03,used,5015,Estudiante de Grado
2026-07-22,2026-07-22 09:42:00.694-03,NULL,2026-07-22 13:43:37.159-03,used,5016,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:35:56.8-03,NULL,2026-07-22 13:44:01.643-03,used,5017,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:34:38.867-03,NULL,2026-07-22 13:44:04.833-03,used,5018,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:58:49.887-03,2026-07-22 09:58:43.282-03,2026-07-22 13:44:10.369-03,used,5019,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:00:12.007-03,2026-07-22 10:00:03.454-03,2026-07-22 13:44:20.184-03,used,5020,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:23:05.258-03,NULL,2026-07-22 13:44:24.123-03,used,5021,Estudiante de Grado
2026-07-22,2026-07-22 08:20:17.946-03,NULL,2026-07-22 13:44:28.23-03,used,5022,Estudiante de Grado
2026-07-22,2026-07-22 09:26:32.45-03,NULL,2026-07-22 13:44:50.145-03,used,5023,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:38:42.673-03,NULL,2026-07-22 13:45:21.778-03,used,5024,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:26:39.137-03,NULL,2026-07-22 13:45:38.232-03,used,5025,Estudiante de Grado
2026-07-22,2026-07-22 09:53:03.969-03,NULL,2026-07-22 13:45:42.482-03,used,5026,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:22:12.771-03,NULL,2026-07-22 13:45:45.299-03,used,5027,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:01:44.353-03,NULL,2026-07-22 13:45:47.778-03,used,5028,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:01:57.168-03,NULL,2026-07-22 13:45:50.613-03,used,5029,Estudiante de Grado
2026-07-22,2026-07-22 10:46:20.337-03,NULL,2026-07-22 13:46:21.201-03,used,5030,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:21:23.587-03,NULL,2026-07-22 13:46:24.546-03,used,5031,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:16:15.443-03,NULL,2026-07-22 13:46:53.529-03,used,5032,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:33:25.826-03,NULL,2026-07-22 13:47:21.935-03,used,5033,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:08:31.513-03,NULL,2026-07-22 13:47:26.99-03,used,5034,Estudiante de Grado
2026-07-22,2026-07-22 08:19:22.299-03,NULL,2026-07-22 13:47:35.737-03,used,5035,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:18:57.999-03,NULL,2026-07-22 13:47:39.299-03,used,5036,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:08:08.329-03,NULL,2026-07-22 13:47:45.643-03,used,5037,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:35:03.403-03,NULL,2026-07-22 13:47:49.392-03,used,5038,Estudiante de Grado
2026-07-22,2026-07-22 09:53:22.235-03,NULL,2026-07-22 13:48:22.696-03,used,5039,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:23:52.661-03,NULL,2026-07-22 13:49:02.901-03,used,5040,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:26:16.331-03,NULL,2026-07-22 13:49:13.527-03,used,5041,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:24:59.835-03,NULL,2026-07-22 13:49:14.763-03,used,5042,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:54:02.977-03,NULL,2026-07-22 13:49:43.594-03,used,5043,Estudiante de Grado
2026-07-22,2026-07-22 10:43:56.181-03,NULL,2026-07-22 13:50:06.142-03,used,5044,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:36:12.337-03,NULL,2026-07-22 13:50:25.426-03,used,5045,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:01:13.444-03,NULL,2026-07-22 13:50:50.13-03,used,5046,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:08:50.456-03,NULL,2026-07-22 13:51:29.728-03,used,5047,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:14:38.546-03,NULL,2026-07-22 13:52:14.199-03,used,5048,Estudiante de Grado
2026-07-22,2026-07-22 10:45:22.287-03,NULL,2026-07-22 13:52:17.864-03,used,5049,Estudiante de Grado
2026-07-22,2026-07-22 08:14:12.636-03,NULL,2026-07-22 13:52:39.93-03,used,5050,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:21:17.398-03,NULL,2026-07-22 13:53:04.637-03,used,5051,Estudiante de Grado
2026-07-22,2026-07-22 09:13:49.311-03,NULL,2026-07-22 13:53:07.956-03,used,5052,Estudiante de Grado
2026-07-22,2026-07-22 08:04:49.7-03,NULL,2026-07-22 13:53:13.592-03,used,5053,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:08:53.758-03,NULL,2026-07-22 13:53:17.4-03,used,5054,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:31:32.021-03,NULL,2026-07-22 13:53:25.085-03,used,5055,Estudiante de Grado
2026-07-22,2026-07-22 10:48:44.299-03,NULL,2026-07-22 13:53:38.614-03,used,5056,Estudiante de Grado
2026-07-22,2026-07-22 09:05:45.48-03,NULL,2026-07-22 13:53:41.825-03,used,5057,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:14:22.905-03,2026-07-22 09:14:16.315-03,2026-07-22 13:53:44.869-03,used,5058,Estudiante de Grado
2026-07-22,2026-07-22 08:16:25.249-03,NULL,2026-07-22 13:53:49.305-03,used,5059,Estudiante de Grado
2026-07-22,2026-07-22 10:51:48.297-03,NULL,2026-07-22 13:53:52.097-03,used,5060,Estudiante de Grado
2026-07-22,2026-07-22 08:03:45.876-03,NULL,2026-07-22 13:54:16.15-03,used,5061,Estudiante de Grado
2026-07-22,2026-07-22 10:25:56.621-03,NULL,2026-07-22 13:54:27.26-03,used,5062,Nodocente sin TACC
2026-07-22,2026-07-22 09:47:32.759-03,NULL,2026-07-22 13:55:02.235-03,used,5063,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:47:05.299-03,NULL,2026-07-22 13:55:08.243-03,used,5064,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:36:41.177-03,NULL,2026-07-22 13:55:36.615-03,used,5065,Docente
2026-07-22,2026-07-22 08:00:27.042-03,NULL,2026-07-22 13:56:13.469-03,used,5066,Estudiante de Grado
2026-07-22,2026-07-22 08:54:36.638-03,NULL,2026-07-22 13:56:16.212-03,used,5067,Estudiante de Grado
2026-07-22,2026-07-22 08:05:55.3-03,NULL,2026-07-22 13:56:18.647-03,used,5068,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:51:10.464-03,NULL,2026-07-22 13:56:23.448-03,used,5069,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:47:28.767-03,NULL,2026-07-22 13:56:34.846-03,used,5070,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:58:05.484-03,NULL,2026-07-22 13:56:41.873-03,used,5071,Estudiante de Grado
2026-07-22,2026-07-22 08:55:12.564-03,NULL,2026-07-22 13:56:45.235-03,used,5072,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:55:38.591-03,NULL,2026-07-22 13:56:46.057-03,used,5073,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:31:40.972-03,NULL,2026-07-22 13:56:50.712-03,used,5074,Becas Nodocentes
2026-07-22,2026-07-22 10:03:14.045-03,NULL,2026-07-22 13:56:53.172-03,used,5075,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:09:48.812-03,NULL,2026-07-22 13:57:08.927-03,used,5076,Becas Nodocentes
2026-07-22,2026-07-22 10:07:23.646-03,NULL,2026-07-22 13:57:50.183-03,used,5077,Estudiante de Grado
2026-07-22,2026-07-22 10:54:28.341-03,NULL,2026-07-22 13:57:58.359-03,used,5078,Estudiante de Grado
2026-07-22,2026-07-22 09:41:06.09-03,NULL,2026-07-22 13:58:17.089-03,used,5079,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:45:26.721-03,NULL,2026-07-22 13:58:19.559-03,used,5080,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:41:52.29-03,NULL,2026-07-22 13:58:29.909-03,used,5081,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:19:23.152-03,NULL,2026-07-22 13:58:36.562-03,used,5082,Estudiante de Grado
2026-07-22,2026-07-22 09:34:09.764-03,NULL,2026-07-22 13:58:42.073-03,used,5083,Becas Nodocentes
2026-07-22,2026-07-22 09:38:42.385-03,NULL,2026-07-22 13:59:29.85-03,used,5084,Nodocente
2026-07-22,2026-07-22 09:29:48.971-03,NULL,2026-07-22 13:59:48.354-03,used,5085,Estudiante de Grado
2026-07-22,2026-07-22 09:26:15.087-03,NULL,2026-07-22 13:59:54.906-03,used,5086,Becas Nutrirse Vianda sin TACC
2026-07-22,2026-07-22 08:09:09.405-03,NULL,2026-07-22 14:00:35.533-03,used,5087,Estudiante de Grado
2026-07-22,2026-07-22 09:22:36.915-03,NULL,2026-07-22 14:01:14.574-03,used,5088,Estudiante de Grado
2026-07-22,2026-07-22 08:14:42.58-03,NULL,2026-07-22 14:01:27.519-03,used,5089,Becas Nodocentes
2026-07-22,2026-07-22 10:12:54.152-03,NULL,2026-07-22 14:03:27.495-03,used,5090,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:51:38.794-03,NULL,2026-07-22 14:03:53.581-03,used,5091,Estudiante de Grado
2026-07-22,2026-07-22 08:09:02.022-03,NULL,2026-07-22 14:04:04.977-03,used,5092,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:40:41.251-03,NULL,2026-07-22 14:04:18.75-03,used,5093,Becas Nodocentes
2026-07-22,2026-07-22 10:14:45.935-03,NULL,2026-07-22 14:04:24.391-03,used,5094,Estudiante de Grado
2026-07-22,2026-07-22 09:03:08.414-03,NULL,2026-07-22 14:04:44.276-03,used,5095,Estudiante de Grado
2026-07-22,2026-07-22 08:12:29.652-03,NULL,2026-07-22 14:04:51.033-03,used,5096,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:01:34.673-03,NULL,2026-07-22 14:05:28.425-03,used,5097,Estudiante de Grado
2026-07-22,2026-07-22 08:09:19.688-03,NULL,2026-07-22 14:05:37.841-03,used,5098,Estudiante de Grado
2026-07-22,2026-07-22 08:57:30.013-03,NULL,2026-07-22 14:05:47.698-03,used,5099,Nodocente
2026-07-22,2026-07-22 09:05:56.848-03,NULL,2026-07-22 14:06:15.203-03,used,5100,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:06:26.903-03,NULL,2026-07-22 14:06:18.833-03,used,5101,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:17:28.086-03,NULL,2026-07-22 14:06:35.116-03,used,5102,Becas Nodocentes
2026-07-22,2026-07-22 10:24:00.19-03,NULL,2026-07-22 14:06:42.104-03,used,5103,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:23:22.197-03,NULL,2026-07-22 14:06:51.593-03,used,5104,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:23:30.276-03,NULL,2026-07-22 14:06:57.544-03,used,5105,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:22:01.771-03,NULL,2026-07-22 14:07:01.071-03,used,5106,Estudiante de Grado
2026-07-22,2026-07-22 09:57:38.809-03,NULL,2026-07-22 14:07:04.516-03,used,5107,Estudiante de Grado
2026-07-22,2026-07-22 09:55:35.718-03,NULL,2026-07-22 14:07:19.621-03,used,5108,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:42:26.212-03,2026-07-22 10:42:16.93-03,2026-07-22 14:07:25.566-03,used,5109,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:38:01.874-03,NULL,2026-07-22 14:07:39.486-03,used,5110,Nodocente
2026-07-22,2026-07-22 09:27:55.875-03,NULL,2026-07-22 14:08:36.902-03,used,5111,Estudiante de Grado
2026-07-22,2026-07-22 08:46:23.516-03,NULL,2026-07-22 14:09:16.229-03,used,5112,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:06:54.13-03,NULL,2026-07-22 14:09:24.385-03,used,5113,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:15:38.868-03,NULL,2026-07-22 14:09:35.251-03,used,5114,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:45:25.071-03,NULL,2026-07-22 14:09:39.656-03,used,5115,Estudiante de Grado
2026-07-22,2026-07-22 10:13:49.966-03,NULL,2026-07-22 14:09:44.066-03,used,5116,Becas Docentes
2026-07-22,2026-07-22 08:02:13.823-03,NULL,2026-07-22 14:10:04.281-03,used,5117,Estudiante de Grado
2026-07-22,2026-07-22 08:01:32.516-03,NULL,2026-07-22 14:10:07.203-03,used,5118,Estudiante de Grado
2026-07-22,2026-07-22 09:28:06.55-03,NULL,2026-07-22 14:10:10.739-03,used,5119,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:01:09.996-03,NULL,2026-07-22 14:10:17.062-03,used,5120,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:25:35.899-03,NULL,2026-07-22 14:10:21.732-03,used,5121,Estudiante de Grado
2026-07-22,2026-07-22 08:39:28.713-03,NULL,2026-07-22 14:10:24.654-03,used,5122,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:15:27.846-03,NULL,2026-07-22 14:10:37.353-03,used,5123,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:23:34.73-03,NULL,2026-07-22 14:10:40.62-03,used,5124,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:12:28.264-03,NULL,2026-07-22 14:11:21.682-03,used,5125,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:30:45.528-03,NULL,2026-07-22 14:11:26.122-03,used,5126,Estudiante de Grado
2026-07-22,2026-07-22 09:45:24.8-03,NULL,2026-07-22 14:12:12.667-03,used,5127,Becas Nodocentes
2026-07-22,2026-07-22 08:21:58.782-03,NULL,2026-07-22 14:12:17.748-03,used,5128,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:20:51.705-03,NULL,2026-07-22 14:12:32.959-03,used,5129,Estudiante de Grado
2026-07-22,2026-07-22 09:01:39.029-03,NULL,2026-07-22 14:12:34.843-03,used,5130,Estudiante de Grado
2026-07-22,2026-07-22 10:06:46.197-03,NULL,2026-07-22 14:13:13.94-03,used,5131,Estudiante de Grado
2026-07-22,2026-07-22 09:39:45.045-03,NULL,2026-07-22 14:13:17.437-03,used,5132,Estudiante de Grado
2026-07-22,2026-07-22 08:22:48.233-03,NULL,2026-07-22 14:13:53.905-03,used,5133,Estudiante de Grado
2026-07-22,2026-07-22 09:34:30.578-03,NULL,2026-07-22 14:14:00.265-03,used,5134,Estudiante de Grado
2026-07-22,2026-07-22 08:18:35.358-03,NULL,2026-07-22 14:14:10.242-03,used,5135,Becas Nodocentes
2026-07-22,2026-07-22 10:42:10.35-03,NULL,2026-07-22 14:14:14.003-03,used,5136,Estudiante de Grado
2026-07-22,2026-07-22 09:15:35.353-03,NULL,2026-07-22 14:14:34.379-03,used,5137,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:18:16.758-03,NULL,2026-07-22 14:14:56.629-03,used,5138,Estudiante de Grado
2026-07-22,2026-07-22 08:05:12.873-03,NULL,2026-07-22 14:15:09.561-03,used,5139,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:16:59.13-03,NULL,2026-07-22 14:15:33.268-03,used,5140,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:29:03.187-03,NULL,2026-07-22 14:15:56.491-03,used,5141,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:10:02.477-03,NULL,2026-07-22 14:16:00.306-03,used,5142,Estudiante de Grado
2026-07-22,2026-07-22 09:49:27.2-03,NULL,2026-07-22 14:16:04.458-03,used,5143,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:24:50.492-03,NULL,2026-07-22 14:16:06.972-03,used,5144,Estudiante de Grado
2026-07-22,2026-07-22 08:19:18.324-03,NULL,2026-07-22 14:16:18.952-03,used,5145,Becas Nodocentes
2026-07-22,2026-07-22 08:05:41.537-03,NULL,2026-07-22 14:16:22.657-03,used,5146,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:31:35.248-03,NULL,2026-07-22 14:16:24.222-03,used,5147,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:40:05.443-03,NULL,2026-07-22 14:16:39.858-03,used,5148,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:30:37.464-03,NULL,2026-07-22 14:17:09.937-03,used,5149,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:13:36.255-03,NULL,2026-07-22 14:17:25.713-03,used,5150,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:06:06.062-03,NULL,2026-07-22 14:17:33.566-03,used,5151,Docente
2026-07-22,2026-07-22 10:52:18.412-03,NULL,2026-07-22 14:18:21.287-03,used,5152,Becas Nodocentes
2026-07-22,2026-07-22 08:10:27.644-03,NULL,2026-07-22 14:18:26.825-03,used,5153,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:00:41.623-03,NULL,2026-07-22 14:18:42.927-03,used,5154,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:00:42.406-03,NULL,2026-07-22 14:19:19.853-03,used,5155,Estudiante de Grado
2026-07-22,2026-07-22 09:01:32.32-03,NULL,2026-07-22 14:19:22.698-03,used,5156,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:02:15.17-03,NULL,2026-07-22 14:19:53.856-03,used,5157,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:16:30.599-03,NULL,2026-07-22 14:19:55.085-03,used,5158,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:06:53.693-03,NULL,2026-07-22 14:20:17.476-03,used,5159,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:20:38.188-03,NULL,2026-07-22 14:20:25.406-03,used,5160,Estudiante de Grado
2026-07-22,2026-07-22 08:39:26.945-03,NULL,2026-07-22 14:21:03.752-03,used,5161,Becas Nodocentes
2026-07-22,2026-07-22 10:24:57.214-03,NULL,2026-07-22 14:21:07.85-03,used,5162,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:25:24.379-03,NULL,2026-07-22 14:21:10.709-03,used,5163,Estudiante de Grado
2026-07-22,2026-07-22 08:50:53.236-03,NULL,2026-07-22 14:21:16.927-03,used,5164,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:10:33.741-03,NULL,2026-07-22 14:21:20.478-03,used,5165,Becas Nodocentes
2026-07-22,2026-07-22 10:20:22.438-03,NULL,2026-07-22 14:21:24.821-03,used,5166,Estudiante de Grado
2026-07-22,2026-07-22 08:34:54.064-03,NULL,2026-07-22 14:21:33.184-03,used,5167,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:23:41.161-03,NULL,2026-07-22 14:21:36.996-03,used,5168,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:28:34.546-03,NULL,2026-07-22 14:21:39.509-03,used,5169,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:44:39.04-03,NULL,2026-07-22 14:21:42.763-03,used,5170,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:59:31.868-03,NULL,2026-07-22 14:21:54.587-03,used,5171,Estudiante de Grado
2026-07-22,2026-07-22 09:27:46.22-03,NULL,2026-07-22 14:22:21.397-03,used,5172,Estudiante de Grado
2026-07-22,2026-07-22 10:52:32.454-03,NULL,2026-07-22 14:22:25.427-03,used,5173,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:11:15.51-03,NULL,2026-07-22 14:22:36.195-03,used,5174,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:56:30.013-03,NULL,2026-07-22 14:22:46.247-03,used,5175,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:56:59.806-03,NULL,2026-07-22 14:22:48.286-03,used,5176,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:21:27.089-03,NULL,2026-07-22 14:22:57.164-03,used,5177,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:25:13.272-03,NULL,2026-07-22 14:23:12.463-03,used,5178,Estudiante de Grado
2026-07-22,2026-07-22 08:02:08.419-03,NULL,2026-07-22 14:23:52.222-03,used,5179,Estudiante de Grado
2026-07-22,2026-07-22 10:35:19.498-03,NULL,2026-07-22 14:23:57.38-03,used,5180,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:34:31.182-03,NULL,2026-07-22 14:24:25.703-03,used,5181,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:12:58.414-03,NULL,2026-07-22 14:25:10.346-03,used,5182,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:53:43.872-03,NULL,2026-07-22 14:25:15.164-03,used,5183,Estudiante de Grado
2026-07-22,2026-07-22 09:11:15.079-03,NULL,2026-07-22 14:25:18.115-03,used,5184,Estudiante de Grado
2026-07-22,2026-07-22 10:16:14.382-03,NULL,2026-07-22 14:25:38.262-03,used,5185,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:40:27.414-03,NULL,2026-07-22 14:25:57.234-03,used,5186,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:19:42.076-03,NULL,2026-07-22 14:26:01.373-03,used,5187,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:15:01.023-03,NULL,2026-07-22 14:26:23.614-03,used,5188,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:13:34.481-03,NULL,2026-07-22 14:26:25.183-03,used,5189,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:05:11.842-03,NULL,2026-07-22 14:26:32.078-03,used,5190,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:38:41.068-03,NULL,2026-07-22 14:26:33.633-03,used,5191,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:02:19.898-03,NULL,2026-07-22 14:27:04.87-03,used,5192,Estudiante de Grado
2026-07-22,2026-07-22 09:58:51.432-03,NULL,2026-07-22 14:27:58.618-03,used,5193,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:24:00.481-03,NULL,2026-07-22 14:28:41.53-03,used,5194,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:50:11.215-03,NULL,2026-07-22 14:28:54.749-03,used,5195,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:50:30.435-03,NULL,2026-07-22 14:29:28.185-03,used,5196,Becas Nutrirse Vianda
2026-07-22,2026-07-22 09:18:34.594-03,NULL,2026-07-22 14:29:33.108-03,used,5197,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:54:46.473-03,NULL,2026-07-22 14:29:56.398-03,used,5198,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:20:47.16-03,NULL,2026-07-22 14:30:06.892-03,used,5199,Estudiante de Grado
2026-07-22,2026-07-22 10:32:57.85-03,NULL,2026-07-22 14:30:09.619-03,used,5200,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:46:48.67-03,NULL,2026-07-22 14:31:07.325-03,used,5201,Becas Nutrirse Vianda
2026-07-22,2026-07-22 08:50:02.876-03,NULL,2026-07-22 14:31:16.309-03,used,5202,Estudiante de Grado
2026-07-22,2026-07-22 08:13:07.865-03,NULL,2026-07-22 14:31:35.397-03,used,5203,Estudiante de Grado
2026-07-22,2026-07-22 08:13:47.618-03,NULL,2026-07-22 14:31:37.494-03,used,5204,Estudiante de Grado
2026-07-22,2026-07-22 10:38:05.862-03,NULL,2026-07-22 14:31:54.095-03,used,5205,Becas Nutrirse Vianda
2026-07-22,2026-07-22 10:40:36.997-03,NULL,2026-07-22 14:33:07.712-03,used,5206,Becas Nutrirse Vianda
2026-07-23,2026-07-23 10:20:07.198-03,NULL,2026-07-23 12:05:36.575-03,used,5207,Becas Nodocentes
2026-07-23,2026-07-23 09:26:43.02-03,NULL,2026-07-23 12:05:39.492-03,used,5208,Becas Nodocentes
2026-07-23,2026-07-23 09:18:01.218-03,NULL,2026-07-23 12:05:44.774-03,used,5209,Becas Nodocentes
2026-07-23,2026-07-23 09:48:44.716-03,NULL,2026-07-23 12:05:48.152-03,used,5210,Becas Nutrirse Vianda
2026-07-23,2026-07-23 10:05:32.302-03,NULL,2026-07-23 12:05:51.839-03,used,5211,Estudiante de Grado
2026-07-23,2026-07-23 10:48:51.063-03,NULL,2026-07-23 12:05:57.39-03,used,5212,Becas Nutrirse Vianda
2026-07-23,2026-07-23 08:05:49.165-03,NULL,2026-07-23 12:06:00.632-03,used,5213,Becas Nutrirse Vianda
2026-07-23,2026-07-23 08:23:54.325-03,NULL,2026-07-23 12:06:03.448-03,used,5214,Becas Nutrirse Vianda
2026-07-23,2026-07-23 08:50:09.214-03,NULL,2026-07-23 12:06:06.725-03,used,5215,Becas Nutrirse Vianda
2026-07-23,2026-07-23 08:03:37.442-03,NULL,2026-07-23 12:06:09.373-03,used,5216,Becas Nutrirse Vianda
2026-07-23,2026-07-23 09:30:16.958-03,NULL,2026-07-23 12:06:12.441-03,used,5217,Estudiante de Grado
2026-07-23,2026-07-23 10:37:13.617-03,NULL,2026-07-23 12:06:15.962-03,used,5218,Estudiante de Grado
